industry_match,certifications,domestic_sourcing,revenue_size,erp_mrp,part_complexity,active_rfq,fast_procurement,reshoring_digital,warm_connection,strategic_account,negatives,subtotal_A,subtotal_B,subtotal_C,subtotal_D,negative_points,total_score,priority_tier,segment,pitch,next_step,Name,Website,Location,Company Type,Company Size (est.),Categories,Description
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Low,Aerospace/Defense,"Vantage Manufacturing & Assembly, LLC is well-positioned in the Aerospace and Defense sectors, with a strong emphasis on quality through ISO 9001 certification. Their capabilities in precision fabrication and assembly make them a valuable partner for companies seeking reliable manufacturing solutions.",Schedule a discovery call to explore potential collaboration opportunities and assess their specific needs.,"Vantage Manufacturing & Assembly, LLC",https://www.vma-llc.com/,"Poughkeepsie, New York",Job Shop / Contract Manufacturer,30.0,"Electro-Mechanical Assembly,Engineering & Design Services,Fabrication,Machining,Printed Circuit Boards,Sheet Metal,Wire Harness","Vantage Manufacturing & Assembly LLC (VMA) is a full-service contract manufacturer offering a comprehensive suite of fabrication, assembly, and engineering services. Established in 2003, VMA operates a 34,000 sq. ft. facility with an additional 10,000 sq. ft. available for expansion. The company is ISO 9001:2015 certified and specializes in precision sheet metal fabrication, CNC milling and turning, MIL-certified welding, cable and harness assembly, and printed circuit assembly. VMA provides turnkey solutions, including system integration and engineering support, catering to industries such as defense, aerospace, and electronics. Notable equipment includes the Doosan DNM 750L II vertical mill and Amada ENSIS 3KW 3015 fiber laser, enhancing their precision and efficiency. With a focus on lean manufacturing principles, VMA emphasizes continuous improvement to maximize customer value."
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Low,Aerospace/Defense,Witco Inc. is a well-established precision CNC contract manufacturer with a strong focus on the Aerospace and Defense sectors. Their AS9100D certification and commitment to quality make them a reliable partner for complex manufacturing needs.,Schedule a meeting to discuss potential collaboration opportunities and explore their current sourcing needs.,Witco Inc,https://www.witcoinc.com/,"Avoca, Michigan",Job Shop / Contract Manufacturer,74.0,"Electro-Mechanical Assembly,Fabrication,Gears,Machining,Sheet Metal","Witco Inc. , established in 1977, is a woman owned precision CNC contract manufacturer. We are a Build to Print shop which is diversified in many various Markets, including, but not limited to Aerospace, Defense, Mining, Commercial, Transportation, and Industrial. By combining our years of In House Machining experience with Qualified Partners to perform NDT, Plating, and Heat Treat, to name a few, we are capable of meeting all requirements relative to each Industry. Certifications: AS9100D certified ISO/2015 Certified ITAR registered Certified Woman Owned JCO registered Whether you need prototype, small quantities, large quantities, or a long-term supply with scheduled deliveries, Witco Inc. will work with you in any situation to provide the highest quality on time product. Witco Inc. is organized to respond quickly and accurately, from estimating through production to delivery."
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Low,Aerospace/Defense,"TOMI Engineering, Inc. is a seasoned player in the aerospace and defense sector, with AS9100 and ITAR certifications ensuring high-quality standards. Their expertise in precision machining and commitment to domestic sourcing positions them as a reliable partner for mission-critical applications.",Schedule a consultation to explore potential collaboration opportunities and discuss specific project needs.,"TOMI Engineering, Inc.",https://tomiengineering.com/,"Santa Ana, California",Job Shop / Contract Manufacturer,30.0,"Machining,Engineering & Design Services,Electro-Mechanical Assembly,Tool; Die & Mold Making","TOMI Engineering is an AS9100 and ITAR-certified CNC machining and assembly company based in Santa Ana, California. Established in 1977, TOMI specializes in precision machining for aerospace, defense, and space industries. Operating from a 22,000 sq. ft. facility, they utilize 3, 4, and 5-axis CNC machines to process materials such as aluminum, stainless steel, titanium, Inconel, and various alloys. Their services include complex part machining, insert and bearing installation, and EMI/RFI/ESD sealing. With over 40 years of experience, TOMI Engineering is committed to delivering high-quality, reliable components for mission-critical applications."
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Disqualified,Aerospace/Defense,"Middle America Manufacturing is a robust player in the Aerospace sector, equipped with multiple certifications including ISO and NADCAP. Their commitment to US-based sourcing and high-quality manufacturing positions them as a reliable partner for precision components.",Schedule a follow-up call to discuss potential collaboration opportunities.,Middle America Manufacturing,"www.geremarie.com, www.superiormachineia.com","Bettendorf, Iowa",,150.0,"Die Casting,Fabrication,Gears,Investment Casting,Machining,RTV Molding,Sand Mold Casting,Sheet Metal,Stamping","We work very hard to give both US and foreign companies a solid reason to source machining needs in the US. We have 3 facilities in the midwest which are fully capable of handling components from precision Swiss turned machined medical devices thru Automotive high volume components. We have multi spindle turning (100+ machines) and can now offer high production screw machine type parts and extremely competitive pricing. . Just Ask! Our facilities are also equipped with ultra precise multi spindle swiss machines, high speed Cat 40 horizontal machining centers, high volume turning cells with Y axis. We are ISO certified, AS certified, NADCAP certified and hold most Military certifications . Our mid west culture and lean manufacturing practices allow us to provide high quality components and a price that makes sense to again source in the US. Please give us a chance to show you what we can do. Rick Doerr rickwdoerr@msn.com 563-343-2549 Aerospace components - www.geremarie.com Industrial and transportation - www.superiormachineia.com"
20,10,0,0,0,5,0,0,0,0,0,[],30,5,0,0,0,35,Low,Aerospace/Defense,"Tri-Tech Precision is a seasoned player in the aerospace sector, backed by ISO 9001 and AS9100 certifications. Their expertise in high-complexity CNC machining positions them well for partnerships in advanced manufacturing.",Explore potential collaboration opportunities by scheduling a meeting to discuss their current projects and needs.,Tri-Tech Precision,http://tri-techprecision.com/,"Orange, California",,35.0,"3D Printing,Fabrication,Electro-Mechanical Assembly,Gears,Machining","Tri-Tech Precision Inc. is a precision CNC machining company based in Orange, California, with over 30 years of experience serving industries such as aerospace, medical, automotive, and sports equipment. The company specializes in high-complexity prototype and production parts, working with materials ranging from superalloys to composites. Tri-Tech offers advanced CNC machining services, including 5-axis capabilities, and provides engineering support for design and manufacturability. They are ISO 9001:2015 and AS9100D certified, ensuring high-quality standards. Additionally, Tri-Tech Precision Products, a division of the company, designs and manufactures the M5414-R3 programmable spindle head attachment, which converts 3-axis CNC machines into full 5-axis machining centers."
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Disqualified,Aerospace/Defense,Parts Badger is a certified ISO 9001:2015 and AS9100 CNC machine shop specializing in rapid prototyping and production for industries including aerospace and medical. Their commitment to quality and quick turnaround times positions them as a valuable partner for manufacturers seeking reliable sourcing solutions.,Consider reaching out to explore potential collaboration opportunities and assess their interest in expanding their service offerings.,Parts Badger,parts-badger.com,"Cedarburg, Wisconsin",Job Shop / Contract Manufacturer,35.0,"Extrusions,Fabrication,Investment Casting,Machining","PartsBadger, headquartered in Cedarburg, Wisconsin, is an ISO 9001:2015 and AS9100-certified online CNC machine shop specializing in rapid prototyping and production of custom parts. Their services encompass multi-axis CNC machining, Swiss turning, sheet metal fabrication, injection molding, 3D printing, and investment casting. Utilizing an instant online quoting system, PartsBadger streamlines the ordering process, delivering high-quality components with quick turnaround times to industries such as aerospace, medical, automotive, and industrial manufacturing."
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Disqualified,General Manufacturing,"Patriot Manufacturing is a precision CNC machining company with a strong focus on quality and reliability. With ISO 9001 certification and a commitment to serving industries including aerospace, they are well-positioned for growth in the manufacturing sector.",Consider exploring potential partnerships or collaborations to enhance their market presence and capabilities.,Patriot Manufacturing,https://patriotmfg.net/,"Plymouth, Michigan",,30.0,"Forging,Machining,Sheet Metal","Patriot Manufacturing, LLC is a precision CNC machining company based in Plymouth, Michigan, specializing in engineering and machining of parts from prototype to full production. Established in 2012, the company operates from an 18,000 sq. ft. climate-controlled facility and holds ISO 9001:2015 certification. Patriot Manufacturing offers a wide range of machining services, including multi-axis CNC milling and turning, Swiss-style turning, and waterjet cutting. Their capabilities extend to handling various materials such as stainless steel, titanium, brass, bronze, and super alloys. With a focus on quality, reliability, and service, they cater to industries like automotive, aerospace, and environmental sectors."
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Low,Aerospace/Defense,"Precision Machine Inc is a certified AS9100C custom job shop specializing in aerospace products. With a strong focus on quality and customer satisfaction, we are well-positioned to meet the demands of the aerospace and defense industries.",Schedule a call to discuss potential collaboration opportunities.,Precision Machine Inc,https://builtbyprecision.com/,"Algoma, Wisconsin",,75.0,"Electro-Mechanical Assembly,Fabrication,Machining,Sheet Metal","We are an AS9100C Certified custom job shop specializing in aircraft products. Our parts are used in a wide variety of industries such as Aerospace, Forestry, Printing, Marine, Defense, Fire Fighting, Archery, Material Handling, Medical, and etc. The services we provide our customers allow products to ship complete with many value added services at our finger tips. We are a young energetic company with the strength to exceed demands and the skills to provide products that our second to no one. Check us out on the web or give us a call! Precision Machine Inc. was founded in 1997 as a manufacturing services provider to the aircraft and agriculture industries. Since our inception we have expanded our layout, increased our manufacturing services, and broadened our customer base. Currentlyour manufacturingconsists of25,000 square feet in Algoma, WI. Wecan produce parts from one to many thousands with the use of modern CNC machine tools and other support machinery. Throughout our organization you will find a wide variety of services customized to meet your needs. Our manufacturing services have proven to save our customers time and money. The products we build service industries that span the entire United States and Canada as well as many countries over seas. To our current customers we thank you for your years of continued support and to our future customers we look forward to helping your business grow. Through the involvement of our company we have gained respect in the industry due to our willingness to exceed the demands of our customers. All manufactured products are identified with bar coded tags. These tags contain all necessary information to track this part once it enters your receiving area promoting speed and accuracy to the correct destination. Our products are packaged to maintain the integrity of final finish and tolerance during the shipping process. As our customer you have a complete line of freight services to chose from. We have three of our own trucks on the road everyday providing pickup and delivery service, and we also use the services of UPS, Fed Ex, and many different common carriers."
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Low,Medical,"Precision Swiss Products is a highly automated manufacturing facility with strong certifications in ISO 9001 and AS9100, making it a reliable partner in the medical and aerospace sectors. Their focus on quality and compliance positions them well for collaboration in complex projects.",Schedule a discovery call to explore potential partnership opportunities and understand their current sourcing needs.,Precision Swiss Products,https://www.gogcm.com/,"Milpitas, California",Job Shop / Contract Manufacturer,74.0,"Electro-Mechanical Assembly,Fabrication,Machining,Wire Harness","PSP is a highly automated ISO 9001, 13485 and AS9100 manufacturing facility that is primarily servicing the medical and aerospace industries."
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Low,General Manufacturing,"Mainstream Waterjet LLC is well-positioned in precision machining and fabrication, with strong certifications like AS9100 and ISO 9001. Their commitment to quality and customer partnerships aligns with the needs of industries requiring reliable supply chain solutions.",Schedule a meeting to discuss potential collaboration opportunities and explore how our SaaS platform can enhance their operational efficiency.,Mainstream Waterjet LLC,https://www.mainstreamwaterjet.com/,"LOVELAND, Ohio",Job Shop / Contract Manufacturer,35.0,"Electro-Mechanical Assembly,Engineering & Design Services,Fabrication,Machining,Sheet Metal","Mainstream Waterjet is a precision machining and fabrication manufacturer with a core emphasis on establishing partnerships and strengthening our customer's supply chain. Our customer focused culture combined with AS9100 and ISO 9001 certifications helps us to develop lasting partnerships that create competitive advantages. The primary objective at Mainstream Waterjet is to produce quality parts at competitive prices while meeting our customer's demanding lead times. Our continued investment in the latest machine tool technologies and investment in our team of employees has positioned Mainstream to assist our customers in meeting current and future challenges. We would welcome the opportunity to discuss, develop, and implement a customized solution to assist you with overcoming manufacturing obstacles that are currently being faced."
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Disqualified,Aerospace/Defense,"Endicott Precision Inc is a seasoned player in the aerospace sector, specializing in precision machining and fabrication. With AS9100 certification and a strong commitment to quality, they are well-positioned to meet the demands of the industry.",Explore potential partnership opportunities and assess their current sourcing needs.,Endicott Precision Inc,https://www.endicottprecision.com/,"Endicott, New York",,150.0,"Fabrication,Machining,Sheet Metal,Stamping","Endicott Precision, established in 1960 is a modern, clean, 85,000 square foot manufacturing facility in upstate New York. We specialize in CNC mill machining, precision sheet metal stampings, waterjet fabrication and weldments. Our customers include many well known firms for commercial, military and aerospace work. We do both production and prototype quantities. Quality, delivery and pride in workmanship are our guidelines and conform to the procedures of the AS9100 Quality System. We work with most types of metal, such as aluminum, copper, brass, cold & hot rolled, spring and stainless steels. Our fabrications range from .005 to .125 in our sheet metal area, .187 and above in our machine shop. We have twenty vertical and six horizontal milling machines in addition to five Amada turret punch presses to fabricate angles, bases, boxes, brackets, busbars, chassis, clamps, covers, frames, heatsinks, panels, plates, spacers, supports, weldments and other hardware. We utilize reliable and certifies vendors for plating, painting, heat treat and dip braze operations. Given the opportunity, we believe we can develop an excellent customer-vendor relationship."
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Low,Aerospace/Defense,"Vermes Machine Co., Inc. is well-positioned in the Aerospace sector with strong certifications like ISO 9001 and ITAR. Their commitment to precision manufacturing and customer relationships makes them a valuable partner for complex machining needs.",Schedule a meeting to discuss potential collaboration opportunities and explore their current sourcing needs.,Vermes Machine Co Inc,https://www.vermesmachine.com/,"Moorestown, New Jersey",,35.0,"Electro-Mechanical Assembly,Fabrication,Machining,Sheet Metal,Wire Harness","Established in 1977, Vermes Machine Co., Inc. has grown into a leader in precision manufacturing. Combining years of machining experience with continuous technological advancement has enabled VMC to continually meet and exceed customer and industry demand for close-tolerance machine parts, sub-assembly, and welding (AWS D1.1, D1.2, D17.1), while adhering to a strict Quality Management System (ISO 9001:2008 Certified). Servicing a variety of industries such as the Aerospace, Valve (Commercial, Navy, Nuclear, etc.), Pharmaceutical, Semi-Conductor, Instrument, Military, Vacuum Pump and Electrical Switch industries has led to our versatility in machining capabilities and services offered to customers. VMC is ITAR (International Traffic in Arms Regulations) registered and currently servicing customers throughout the USA and also internationally. VMC takes pride in our long standing customer relationships and ability to consult with customers, offering machining knowledge and expertise to help in design, cost savings, and quality. In 2010, VMC acquired Kern Szalai Machine LLC (A Division of Vermes Machine Co., Inc.), incorporating key personnel and equipment into Vermes' plant. The acquisition was seen as a benefit for both customer bases to take advantage of new capabilities. Whether you have been a customer for 30+ years, or are submitting a quote for the first time, Vermes Machine Co., Inc. and Kern Szalai Machine LLC are committed to ensuring all of your machining needs are fulfilled."
20,10,5,0,0,0,0,0,0,0,0,[],35,0,0,0,0,35,Low,Aerospace/Defense,"Midway Machine & Instrument Co., Inc. specializes in precision machining for the aerospace and biomedical industries, with a strong emphasis on quality and technology. Their ISO 9000 compliance and experience with complex parts position them as a reliable partner for high-stakes projects.",Schedule a call to discuss potential collaboration opportunities and explore their current sourcing needs.,"Midway Machine & Instrument Co., Inc.",https://midway-machine.com/,"South Houston, Texas",,35.0,Machining,"We have been in business for 25 years, manufacturing precision machine parts for the oil field, aerospace, petrochemical and biomedical industries. We are presently doing parts that will be used in the space station for NASA. All of our CNC machinery is wirelessly networked to our programming CAD-CAM department for complete control of our finished products. We can provide you with a quick turnaround of high-quality parts at competitive prices.Midway Machine has positioned itself to stay at the forefront of technology with the machines it has acquired. All of our CNC mills are 100% Mori Seiki, which range from the MV-45 to our 5-Axis flagship model, the NH 6300. Midway Machine also utilizes three manual Bridgeport Series I vertical mills and a manual Lagun horizontal/ vertical mill, all with digital readout, to meet the production needs of its customers.When it comes to lathe work, Midway Machine has the capability to handle the precision machining of most all prototype and production jobs. We employ Mori Seiki CNC lathes ranging from the SL-15 up to the SL-603, and we have 4-Axis capability. Our material turning capacity is approximately 160"" in length at diameters 12"" and smaller, and 96"" in length at any diameter greater than 12"". Midway Machine also uses Clausing and Mazak manual lathes with a swing range up to 21"". Whatever your lathe requirements may be, Midway Machine has the equipment and the experience to complete the job.EDM is one of the most accurate machining processes available on the market today, and Midway Machine is proud to be one of the few shops to use this technology to create complex parts and assemblies. Call today and ask how this process can serve your needs.Midway Machine is second-to-none with its in-house inspection system. We are qualified under military specification MIL-I-45208A, and is ISO 9000 compliant. Midway Machine maintains the best in inspection equipment including Brown & Sharpe Mitutoyo Height Gages, Coordinate Measuring Machine, Brown & Sharp ONE 7107 Shop Floor CMM, Optical Comparator Surface Illuminator, and Gage Maker.We also specialize in gun drilling, heat treating, plating, zinc phosphating and small hole drilling. Some of the materials we work with are plastic, inconel, carbon steel, 17-4 stainless, 300-400 series stainless, kmonel, 4140 steel, bronze, copper, beryllium copper, aluminum bronze, MP-35, and 410-13 CR. In addition, we can saw material with dimensions up to 20"" square and 20"" in diameter."
20,0,5,7,0,0,0,0,0,0,0,[],25,7,0,0,0,32,Disqualified,General Manufacturing,"Metalworking Group is a key player in the manufacturing sector, specializing in advanced CNC machining and fabrication services. Their commitment to quality and domestic manufacturing positions them as a reliable partner for OEMs in various industries.",Consider reaching out to discuss potential collaboration opportunities and explore their capabilities further.,Metalworking Group,https://metalworkinggroup.com/,"Cincinnati, Ohio",,150.0,"3D Printing,Electro-Mechanical Assembly,Fabrication,Machining,Sheet Metal,Wire Harness","The Metalworking Group provides manufacturing services and solutions for Original Equipment Manufacturers throughout the United States, Canada and Western Europe. Our two manufacturing facilities in Southern Ohio utilize some of the most technologically advanced CNC fabricating and machining equipment available. We pride ourselves on long lasting customer relationships and creative manufacturing solutions. Domestic Manufacturing METAL FABRICATION The Metalworking Group utilizes the most advanced laser cutting and CNC punching technology available. Our investments in these technologies allow us to produce our customer's component parts at the highest quality standards and lowest possible costs. PRODUCTION WELDING The Metalworking Group has over 60 highly skilled welders on staff to manufacture your component parts to the highest quality standards. If your products require MIG, TIG or resistance welding of carbon steel, stainless steel or aluminum, we have the capacity to meet your most challenging production requirements. Pedestal cranes with lifting capacity to 1000 lbs allow us to handle larger parts safely and more efficiently. MACHINING The Metalworking Group offers our customers a full range of CNC machining services. Four axis CNC vertical machining centers eliminate the need to reposition parts during the machining cycle. Machine options such as through spindle coolant increase machine speeds and feeds. These technologies reduce non value added processes and help us improve cycle times which result in lower prices for our customers. FINISHING / ASSEMBLY Our in house powder and liquid coating lines allow us to manufacture your parts from start to finish. Our five stage in-line pretreatment system assures a long lasting durable finish on your products. MILITARY PRODUCTS The Metalworking Group is a leader in providing fabricated and machined products to DOD contractors requiring component parts for various military applications including armored ground support vehicles and equipment trailers. Global Manufacturing The Metalworking Group has utilized our domestic manufacturing expertise to develop fabrication, machining and stamping capacities in China. This allows us to offer low-cost manufacturing options to our customers. Our Global Manufacturing department assigns domestic manufacturing engineers to coordinate projects through our office in Ningbo China. Together with our engineers and inspectors in China, they develop manufacturing process plans to assure parts are consistently produced to our customer's specifications. OUR RECENT AWARDS - 2012 Ohio BWC Award for working over 1,000,000 man-hours without a lost time accident - 2012 Trade Association Award for Safety - 2012 Cincy Magazine's manufacturing ""Manny"" Award for new job growth"
20,0,5,7,0,0,0,0,0,0,0,[],25,7,0,0,0,32,Disqualified,Aerospace/Defense,"KAMET Precision Machining & Assembly excels in providing precision component machining and subassembly services across critical industries such as Aerospace and Medical. With a strong emphasis on local service and global sourcing, they are well-positioned to support complex manufacturing needs.",Consider reaching out to KAMET to explore potential collaboration opportunities in precision machining and assembly.,KAMET Precision Machining & Assembly,https://www.kamet.com/,"Milpitas, California",,150.0,"Electro-Mechanical Assembly,Engineering & Design Services,Fabrication,Machining","Allow Kamet to speed your concept into a manufacturable design, to build prototypes ""while you wait"", and to offer our local service, global sourcing, and information technology to facilitate a flexible production solution. Kamet provides precision component machining and subassembly services for the Aerospace, Energy, Medical and Semiconductor industries for both Start-up and Fortune 500 companies. Located in Milpitas, CA (Silicon Valley) with global regional manufacturing/distribution capabilities, Kamet provides manufacturing solutions for every phase of your product's life cycle. WE ARE DIFFERENT. Kamet provides engineering support, project management, and supply chain management solutions for every step of your product's life cycle. Allow our team of professionals to optimize your Time to Market and your Total Cost."
20,0,5,7,0,0,0,0,0,0,0,[],25,7,0,0,0,32,Disqualified,General Manufacturing,"Impro Industries USA, Inc. is a versatile contract manufacturer with capabilities in investment casting and precision machining, serving critical sectors like aerospace and medical. Their extensive manufacturing processes and engineering support position them well for growth in complex projects.",Consider reaching out to discuss potential collaboration opportunities in aerospace and medical sectors.,"Impro Industries USA, Inc.",https://www.improprecision.com,"Diamond Bar, California",Job Shop / Contract Manufacturer,250.0,"Investment Casting,Machining,Sand Mold Casting","Custom manufacturer offering investment casting, sand casting and precision machined parts. Processes include lost wax investment casting, automatic resin sand and green sand iron casting and turning, milling, grinding, honing, drilling, hard turning, and 4 and 5-axis machining capabilities with a variety of weight and size specifications. Available in rapid prototype and production runs. Materials worked with include steel, aluminum, titanium, and superalloys for investment casting and ductile, gray iron, CGI for sand casting, and aluminum alloy and carbon steel, stainless steel, alloy steel, titanium, superalloys for precision machining. Serves industries such as automotive, aerospace, high horsepower engine, recreational boat and vehicle, and medical. Provides on-site engineering support, tooling design/manufacture, heat treatment, surface treatment, laboratory testing, and warehousing services. AutoCAD, SolidWorks® files, and blanket orders accepted. Lean manufacturing capable. Emergency and rush services are available. Meets ANSI, ASME, ASTM, AWS, QS, SAE, TS, DOT and AS standards."
20,0,5,7,0,0,0,0,0,0,0,[],25,7,0,0,0,32,Disqualified,Aerospace/Defense,"Composite Motors, Inc. specializes in high-performance electric motors and serves critical industries such as aerospace and medical. With a strong commitment to quality and a vertically-integrated approach, they are well-positioned to meet the demands of complex manufacturing.",Consider reaching out to explore potential collaboration opportunities in high-performance motor applications.,"Composite Motors, Inc.",https://compositemotors.com/,"Brooksville, Florida",Job Shop / Contract Manufacturer,174.0,"Electro-Mechanical Assembly,Engineering & Design Services,Machining,Printed Circuit Boards,Tool; Die & Mold Making","Founded in 1965. Vertically-Integrated Sister Companies: Composite Motors, Inc., Brooksville, FL Composite Modules, Inc., Attleboro, MA Design and Manufacture of Custom Electric, High-Performance Motors In-House Lamination Processing & Stator Winding Full Service Machine Shop Microelectronic Manufacturing and Circuit Board Population We Specialize in Hermetically-Sealed Enclosures, Made From Proprietary Material, Tested to Withstand Harsh/Extreme Environments. Industries We Serve: Medical & Veterinary Aerospace Military & Defense Industrial Machines & Robotics With a Commitment to Quality and High-Performance, We Ensure That We Meet and Exceed Our Customers Expectations."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,General Manufacturing,"ICTC is a reliable partner in the manufacturing sector, specializing in high-quality cable assemblies and electronic box builds. With ISO 9001 certification and a strong presence in various industries, they are well-positioned to meet diverse manufacturing needs.",Consider reaching out to ICTC to explore potential collaboration opportunities in the aerospace and medical sectors.,ICTC,,"Brooksville, Florida",,75.0,"Electro-Mechanical Assembly,Fabrication,Gears,Machining,Printed Circuit Boards,Wire Harness","ICTC USAis an ISO 9001:2008-certified, full-service Global Manufacturing Solutions provider that specializes in low volume, high mix cable and wire harness assemblies, electronic box builds, PCB assemblies and turnkey services to OEM's worldwide. With its Headquarters located in Brooksville, Florida, the company was established in 1988 to provide the rapidly growing electronics market with the highest quality cable assemblies and electronic box builds and has become a reliable partner to manufacturers in over a dozen industries, including: Aerospace, Audio/Video, Automotive, Commercial, Datacom, Gaming, Industrial Machinery, Lighting, Medical, Military, Renewable Energy and Telecom. ICTC has become an integral partner with some of the most respected private and public companies partly due to its time tested manufacturing capabilities, which range from prototyping to complete turnkey contract manufacturing. ICTC is part of the IC Intracom group of companies with locations in 12 countries around the world, which allow the leveraging of these strategic partnerships in order to provide client-specific manufacturing solutions that are value driven with excellent service, superior quality, and with an ultimate goal of exceeding customer expectations. Customers are assured to find a high quality, reliable partner in ICTC due to its investment in long-term growth with automated equipment and skilled employees."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,General Manufacturing,"Machine-Pro Technologies is a certified ISO 9001:2015 CNC machining facility with extensive experience in precision products for various industries, including Aerospace and Medical. Their commitment to quality and customer service positions them as a reliable partner for manufacturing needs.",Consider reaching out to discuss potential collaboration opportunities in the Aerospace and Medical sectors.,Machine-Pro Technologies,https://www.machine-pro.com/,"Celina, Ohio",Job Shop / Contract Manufacturer,74.0,"3D Printing,Blow Molding,Compression Molding,Die Casting,Electro-Mechanical Assembly,Engineering & Design Services,Fabrication,Forging,Gears,Injection Molding,Investment Casting,Machining,Printed Circuit Boards,Rotational Molding,RTV Molding,Sheet Metal,Springs & Wire Forming,Stamping,Structural Foam Molding,Thermoforming,Tool; Die & Mold Making,Tube Modification,Woodworking","Machine-Pro Technologies, Inc. is located at 1321 W Market St., Celina Ohio and was organized in 1994 as a modern CNC machine shop handling contract CNC machining of precision products for a variety of industries. Machine-Pro Technologies, Inc. brings together CNC machining service experience since 1975. The business not only does custom CNC production machining, but offers prototypes, welding, grinding, hard turning, assembly, as well as many other services. The founder and owner of the company is Tim Klosterman who has spent his entire working career in the machining trade. The owner of the company knows the value of providing the customer with high-quality products at a fair price. The company has invested a great deal of time, money, and equipment to attain its goal of ongoing improvement in the areas of quality and customer service. Machine-Pro Technologies, Inc. was certified for ISO 9001:2015 an international standard for quality in March 2016. Machine-Pro Technologies, Inc. is one of the first companies in the country to receive this certification under the new standard. This places us among the leaders in the industry. Machine-Pro Technologies, Inc. has grown to a mature CNC machining facility with 75 CNC machines to meet our customer's needs. Machine-Pro Technologies, Inc. has very high standards for quality and we value our customer's needs. Our customer base ranges from Aerospace, Medical, Material Handling, Automotive, Agricultural and many other industries. We would invite you to visit our website at https://machine-pro.com to learn more about how we can help you meet your needs."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Aerospace/Defense,"Faster Dimensions, Inc. is a strong player in the aerospace sector with a solid foundation in high-tech fasteners and machined components. Their certifications in ISO9001 and AS9100 highlight their commitment to quality and compliance.",Consider reaching out to discuss potential collaboration opportunities and how our platform can enhance their operational efficiency.,"Faster Dimensions, Inc.",https://www.fastenerdimensions.com/,"Pennsauken Township, New Jersey",,74.0,"Forging,Machining,Sheet Metal,Springs & Wire Forming,Stamping,Tool; Die & Mold Making","Fastener Dimensions, Inc. is a second-generation family-owned and operated company focused mainly on high-tech fastener and small machined components for aerospace and military sectors. We specialize in hard-to-machine alloys such as Stainless Steel, Titanium, Inconel and A286 and more. We work with tolerances as low as .0001”. We have in house forging, CNC Turning, CNC Milling, Swiss Machining, Thread Rolling, Centerless Grinding and more. Our quality system is certified to ISO9001, AS9100 & AS9120. We are a certified as both a Women Owned business and Small business in NJ with the SBA."
20,10,0,0,0,0,0,0,0,0,0,[],30,0,0,0,0,30,Disqualified,Aerospace/Defense,"Werco Manufacturing is a HUBZone-certified small business with strong capabilities in precision CNC machining and complex assemblies, particularly for the aerospace and defense sectors. With ISO 9001:2015 and AS9100D certifications, they ensure high-quality standards and compliance.",Consider reaching out to discuss potential collaboration opportunities in aerospace and defense projects.,Werco Manufacturing,https://www.wercomfg.com/,"Broken Arrow, Oklahoma",,60.0,"3D Printing,Electro-Mechanical Assembly,Engineering & Design Services,Fabrication,Machining,Sheet Metal,Tube Modification,Woodworking,Tool; Die & Mold Making","Werco Manufacturing, located in Broken Arrow, Oklahoma, is a HUBZone-certified small business specializing in precision CNC machining, sheet metal fabrication, and complex assemblies. Established in 1987, Werco operates a 100,000 sq. ft. facility equipped to serve industries such as aerospace, defense, oil and gas, simulation, and general manufacturing. Their capabilities include CNC milling and turning, laser cutting, welding, press brake forming, and electro-mechanical assembly. Werco holds ISO 9001:2015 and AS9100D certifications and is ITAR compliant, ensuring adherence to stringent quality and regulatory standards."
