Institution Name,State,City,lat,lon,display_name,geocoded
University of Arkansas Community College-Morrilton,AR,Morrilton,35.1723033,-92.7292432,"University of Arkansas Community College-Morrilton, Morrilton, AR",True
Phillips Community College of the University of Arkansas,AR,Helena,34.52076914481573,-90.56124109512174,"Phillips Community College of the University of Arkansas, Helena, AR",True
South Arkansas College,AR,El Dorado,33.2100437,-92.6672488,"South Arkansas Community College, 300, South West Avenue, El Dorado, Union County, Arkansas, 71730, United States of America",True
Southern Arkansas University Tech,AR,Camden,33.6297229,-92.7207898,"Southern Arkansas University Tech, 6415, AR 203, East Camden, Calhoun County, Arkansas, 71701, United States of America",True
University of Arkansas-Fort Smith,AR,Fort Smith,35.3829856,-94.3741271,"University of Arkansas - Fort Smith, North Waldron Road, Fort Smith, Sebastian County, Arkansas, 72904, United States of America",True
American River College,CA,Sacramento,38.6488437,-121.3465012,"American River College, 4700, College Oak Drive, Sacramento County, California, 95841, United States of America",True
Bakersfield College,CA,Bakersfield,35.4087656,-118.972026,"Bakersfield College, 1801, Panorama Drive, Bakersfield, Kern County, California, 93305, United States of America",True
Barstow Community College,CA,Barstow,34.8713836,-117.0256886,"Barstow Community College, Trinity Avenue, Barstow, San Bernardino County, California, 92311, United States of America",True
Brownson Technical School,CA,Anaheim,33.85909030222979,-117.92712419177936,"Brownson Technical School, Anaheim, CA",True
Butte College,CA,Oroville,39.6484919,-121.6463775,"Butte - Glenn Community College, 3536, Butte Campus Drive, Oroville, Butte County, California, 95965, United States of America",True
College of the Canyons,CA,Santa Clarita,34.4353051,-118.4305718,"College of the Canyons - Canyon Country, Sierra Highway, Santa Clarita, Los Angeles County, California, 91387, United States of America",True
CET-San Diego,CA,San Diego,,,,False
CET-San Jose,CA,San Jose,,,,False
CET-El Centro,CA,El Centro,,,,False
CET-Colton,CA,Colton,,,,False
CET-Watsonville,CA,Watsonville,,,,False
Cerritos College,CA,Norwalk,33.8831622,-118.0973395,"Cerritos College, 11110, Alondra Boulevard, Norwalk, Los Angeles County, California, 90650, United States of America",True
Cerro Coso Community College,CA,Ridgecrest,35.5675379,-117.6716369,"Cerro Coso Community College - Indian Wells Valley Campus, College Heights Boulevard, Ridgecrest, Kern County, California, United States of America",True
Chabot College,CA,Hayward,37.6426649,-122.1073304,"Chabot College, Heather Court, Hayward, Alameda County, California, 94545, United States of America",True
Chaffey College,CA,Rancho Cucamonga,34.1481388,-117.5703738,"Chaffey College, 5885, Haven Avenue, Alta Loma, Rancho Cucamonga, San Bernardino County, California, 91737, United States of America",True
Citrus College,CA,Glendora,34.1343151,-117.8856927,"Citrus College, 1000, West Foothill Boulevard, La Fetra, Glendora, Los Angeles County, California, 91741, United States of America",True
City College of San Francisco,CA,San Francisco,37.7259414,-122.450336,"City College of San Francisco (CCSF) Ocean Campus, 50, Frida Kahlo Way, Ingleside, San Francisco, California, 94112, United States of America",True
Milan Institute-Visalia,CA,Visalia,36.2715348,-119.3118797,"Milan Institute, 6500, South Mooney Boulevard, Visalia, Tulare County, California, 93277, United States of America",True
Columbia College,CA,Sonora,38.0307051,-120.3875489,"Columbia College, 11600, Columbia College Drive, Martinez, Sonora, Tuolumne County, California, 95370, United States of America",True
Compton College,CA,Compton,,,,False
Cosumnes River College,CA,Sacramento,38.4552767,-121.4228781,"Cosumnes River College, Bruceville Road, Valley Hi / North Laguna, Sacramento, Sacramento County, California, 95823, United States of America",True
Cypress College,CA,Cypress,33.8278065,-118.0240066,"Cypress College, 9200, Valley View Street, Cypress, Orange County, California, 90630, United States of America",True
De Anza College,CA,Cupertino,37.3177007,-122.0445571,"De Anza College, 21250, Stevens Creek Boulevard, Cupertino, Santa Clara County, California, 95014, United States of America",True
College of the Desert,CA,Palm Desert,33.7324666,-116.3868288,"College of the Desert, 43500, Monterey Avenue, Palm Desert, Riverside County, California, 92260, United States of America",True
Diablo Valley College,CA,Pleasant Hill,37.9686779,-122.0704218,"Diablo Valley College, 321, Golf Club Road, College Park, Pleasant Hill, Contra Costa County, California, 94523, United States of America",True
El Camino Community College District,CA,Torrance,,,,False
Evergreen Valley College,CA,San Jose,37.3011208,-121.7637335,"Evergreen Valley College, 3095, Yerba Buena Road, Evergreen, San Jose, Santa Clara County, California, 95135, United States of America",True
Foothill College,CA,Los Altos Hills,37.3617114,-122.1282717,"Foothill College, 12345, El Monte Road, Los Altos Hills, Santa Clara County, California, 94022, United States of America",True
Fresno City College,CA,Fresno,36.7679339,-119.7965914,"Fresno City College, 1101, East University Avenue, Fresno, Fresno County, California, 93741, United States of America",True
Fullerton College,CA,Fullerton,33.8748211,-117.9182688,"Fullerton College, East Chapman Avenue, Downtown Fullerton, Fullerton, Orange County, California, 92831, United States of America",True
Glendale Community College,CA,Glendale,34.16688,-118.2284439,"Glendale Community College, 1500, North Verdugo Road, Glendale, Los Angeles County, California, 91208, United States of America",True
Golden West College,CA,Huntington Beach,33.7337195,-118.003575,"Golden West College, 15744, Goldenwest Street, Huntington Beach, Orange County, California, 92647, United States of America",True
Institute for Business and Technology,CA,Santa Clara,,,,False
Irvine Valley College,CA,Irvine,33.6746378,-117.779133,"Irvine Valley College, 5500, Irvine Center Drive, Oak Creek, Irvine, Orange County, California, 92618, United States of America",True
Reedley College,CA,Reedley,36.6083486,-119.4604433,"Reedley College, 995, North Reed Avenue, Reedley, Fresno County, California, 93654, United States of America",True
Laney College,CA,Oakland,37.7942491,-122.2607931,"Laney College, 900, Fallon Street, Civic Center, Downtown Oakland, Oakland, Alameda County, California, 94607, United States of America",True
Lassen Community College,CA,Susanville,40.4301376,-120.6338875,"Lassen Community College, Skyline Road, Susanville, Lassen County, California, 96310, United States of America",True
Long Beach City College,CA,Long Beach,,,,False
Los Angeles Pierce College,CA,Woodland Hills,,,,False
Los Angeles Trade Technical College,CA,Los Angeles,34.0312813,-118.2703148,"Los Angeles Trade Technical College, 400, West Washington Boulevard, Los Angeles, Los Angeles County, California, 90015, United States of America",True
Los Angeles Valley College,CA,Valley Glen,34.1757583,-118.4203406,"Los Angeles Valley College, 5800, Fulton Avenue, Valley Glen, Greater Valley Glen Neighborhood Council District, Los Angeles, Los Angeles County, California, 91401, United States of America",True
Los Angeles Mission College,CA,Sylmar,34.3148609,-118.4189764,"Los Angeles Mission College, 13356, Eldridge Avenue, Sylmar Neighborhood Council District, Los Angeles, Los Angeles County, California, 91342, United States of America",True
Los Medanos College,CA,Pittsburg,38.0054122,-121.8611075,"Los Medanos College, Gladstone Drive, Pittsburg, Contra Costa County, California, 94565, United States of America",True
College of Marin,CA,Kentfield,37.9507726,-122.5478097,"College of Marin, Sir Francis Drake Boulevard, Kentfield, Marin County, California, 94904, United States of America",True
Mendocino College,CA,Ukiah,39.1893024,-123.2293959,"Mendocino College, 1000, Hensley Creek Road, The Forks, Ukiah, Mendocino County, California, 95482, United States of America",True
Merced College,CA,Merced,37.3346619,-120.4736278,"Merced College, 3600, M Street, Bellview Ranch, Bellevue Ranch, Merced, Merced County, California, 95348, United States of America",True
MiraCosta College,CA,Oceanside,33.1907697,-117.3023599,"Miracosta College, 1, Barnard Drive, Oceanside, San Diego County, California, 92056, United States of America",True
Modesto Junior College,CA,Modesto,37.6538032,-121.0097842,"Modesto Junior College, Yale Avenue, Aurora, Modesto, Stanislaus County, California, 95354, United States of America",True
Monterey Peninsula College,CA,Monterey,36.5909278,-121.8848368,"Monterey Peninsula College, Via Mirada, Monterey, Monterey County, California, 93940, United States of America",True
Moorpark College,CA,Moorpark,34.2996156,-118.8366656,"Moorpark Community College;Moorpark College, 7075, Campus Road, Moorpark, Ventura County, California, 93021, United States of America",True
Mt San Antonio College,CA,Walnut,34.0487669,-117.8416242,"Mount San Antonio College, 1100, North Grand Avenue, Walnut, Los Angeles County, California, 91789, United States of America",True
Mt San Jacinto Community College District,CA,San Jacinto,,,,False
Napa Valley College,CA,Napa,38.2740159,-122.2763725,"Napa Valley College, 2277, Napa-Vallejo Highway, Napa, Napa County, California, 94558, United States of America",True
Newschool of Architecture and Design,CA,San Diego,32.7133688,-117.1533911,"Newschool of Architecture and Design, F Street, East Village, San Diego, San Diego County, California, 92101, United States of America",True
Ohlone College,CA,Fremont,37.533546,-121.9063319,"Ohlone College, Saint Joseph Terrace, Mission San Jose District, Fremont, Alameda County, California, 94537, United States of America",True
Orange Coast College,CA,Costa Mesa,33.6715898,-117.9121267,"Orange Coast College, 2701, Fairview Road, Costa Mesa, Orange County, California, 92626, United States of America",True
Otis College of Art and Design,CA,Los Angeles,33.9567391,-118.4171692,"Otis College of Art and Design, La Tijera Boulevard, Los Angeles, Los Angeles County, California, 90045, United States of America",True
Oxnard College,CA,Oxnard,34.165713,-119.1555256,"Oxnard Community College, Simpson Drive, Oxnard, Ventura County, California, 93033, United States of America",True
Palo Verde College,CA,Blythe,33.6630329,-114.6529014,"Palo Verde College, 6th Avenue, Blythe, Riverside County, California, United States of America",True
Palomar College,CA,San Marcos,33.15125,-117.1808184,"Palomar College, 1140, West Mission Road, San Marcos, San Diego County, California, 92069, United States of America",True
Pasadena City College,CA,Pasadena,34.1440003,-118.1185206,"Pasadena City College, 1570, East Colorado Boulevard, Pasadena Council District 7, Pasadena, Los Angeles County, California, 91106, United States of America",True
Porterville College,CA,Porterville,36.0471977,-119.0154854,"Porterville College, East College Avenue, Plano, Porterville, Tulare County, California, 93257, United States of America",True
Santa Ana College,CA,Santa Ana,33.7576195,-117.8887602,"Santa Ana College, 1530, West 17th Street, Santa Ana, Orange County, California, 92706, United States of America",True
College of the Redwoods,CA,Eureka,,,,False
Rio Hondo College,CA,Whittier,34.0198288,-118.0323015,"Rio Hondo College, 3600, Workman Mill Road, Rose Hills, Whittier, Los Angeles County, California, 90601, United States of America",True
Riverside City College,CA,Riverside,33.9716586,-117.3806576,"Riverside City College, 4800, Magnolia Avenue, Wood Streets, Riverside, Riverside County, California, 92506, United States of America",True
Sacramento City College,CA,Sacramento,38.5423995,-121.4900622,"Sacramento City College, 3835, Freeport Boulevard, Land Park, Sacramento, Sacramento County, California, 95822, United States of America",True
Saddleback College,CA,Mission Viejo,33.5513754,-117.6654169,"Saddleback College, Marguerite Parkway, Mission Viejo, Orange County, California, 92692, United States of America",True
San Diego City College,CA,San Diego,32.7197943,-117.1543311,"San Diego City College, Park Boulevard, East Village, San Diego, San Diego County, California, 92101, United States of America",True
San Diego Miramar College,CA,San Diego,32.9088854,-117.1210641,"San Diego Miramar College, Westview Parkway, San Diego, San Diego County, California, 92126, United States of America",True
San Joaquin Delta College,CA,Stockton,37.9952557,-121.3193097,"San Joaquin Delta College, 5151, Pacific Avenue, Stockton, San Joaquin County, California, 95207, United States of America",True
San Joaquin Valley College-Visalia,CA,Visalia,36.3285018,-119.3847491,"San Joaquin Valley College Visalia, 8344, Mineral King Avenue, Visalia, Tulare County, California, 93291, United States of America",True
San Joaquin Valley College-Bakersfield,CA,Bakersfield,35.3527276,-119.061996,"San Joaquin Valley College - Bakersfield, New Stine Road, Bakersfield, Kern County, California, 93309, United States of America",True
San Jose City College,CA,San Jose,37.313909,-121.9271204,"San José City College, 600, South Bascom Avenue, Buena Vista, San Jose, Santa Clara County, California, 95128, United States of America",True
College of San Mateo,CA,San Mateo,37.5350308,-122.3347573,"College of San Mateo, 1700, West Hillsdale Boulevard, San Mateo, San Mateo County, California, 94402, United States of America",True
Santa Barbara City College,CA,Santa Barbara,34.4058643,-119.6974204,"Santa Barbara City College, 721, Cliff Drive, Santa Barbara, Santa Barbara County, California, 93109, United States of America",True
Santa Monica College,CA,Santa Monica,34.0167113,-118.4707609,"Santa Monica College, 19th Court, Santa Monica, Los Angeles County, California, 90405, United States of America",True
Santa Rosa Junior College,CA,Santa Rosa,38.4546363,-122.7216065,"Santa Rosa Junior College, 1501, Mendocino Avenue, Santa Rosa, Sonoma County, California, 95401, United States of America",True
College of the Sequoias,CA,Visalia,36.32454,-119.3162971,"College of the Sequoias, 915, South Mooney Boulevard, Visalia, Tulare County, California, 93277, United States of America",True
Shasta College,CA,Redding,40.6273671,-122.3143175,"Shasta College, 11555, Old Oregon Trail, Redding, Shasta County, California, 96049, United States of America",True
Sierra College,CA,Rocklin,38.7944398,-121.210556,"Sierra College - Rocklin Campus, 5000, Rocklin Road, Rocklin, Placer County, California, 95677, United States of America",True
College of the Siskiyous,CA,Weed,41.4114918,-122.3895097,"College of the Siskiyous, College Avenue, Weed, Siskiyou County, California, 96094, United States of America",True
Charles A Jones Career and Education Center,CA,Sacramento,38.5170439,-121.4414063,"Charles A Jones Career and Education Center, 5451, Lemon Hill Avenue, Parkway-South Sacramento, Sacramento, Sacramento County, California, 95824, United States of America",True
Skyline College,CA,San Bruno,37.6305806,-122.4660086,"Skyline College, 3300, College Drive, San Bruno, San Mateo County, California, 94066, United States of America",True
San Bernardino Valley College,CA,San Bernardino,34.0870562,-117.3107368,"San Bernardino Valley College, 701, South Mount Vernon Avenue, Bunker Hill, San Bernardino, San Bernardino County, California, 92410, United States of America",True
Solano Community College,CA,Fairfield,38.2355724,-122.1205636,"Solano Community College, 4000, Suisun Valley Road, Fairfield, Solano County, California, 94534, United States of America",True
Southwestern College,CA,Chula Vista,32.6399476,-116.9980493,"Southwestern College, 900, Otay Lakes Road, Chula Vista, San Diego County, California, 91910, United States of America",True
Taft College,CA,Taft,35.1486213,-119.4619583,"Taft Junior College, Warren Street, South Taft, Taft, Kern County, California, 93268, United States of America",True
Ventura College,CA,Ventura,34.2772814,-119.2326722,"Ventura College, 4667, Telegraph Road, San Buenaventura (Ventura), Ventura County, California, 93003, United States of America",True
Victor Valley College,CA,Victorville,34.4767604,-117.2615133,"Victor Valley Community College, Jacaranda Avenue, Victorville, San Bernardino County, California, 92308, United States of America",True
Coalinga College,CA,Coalinga,36.1492232,-120.3567433,"Coalinga College, North Grant Street, Coalinga, Fresno County, California, United States of America",True
Carrington College-Sacramento,CA,Sacramento,38.5559866,-121.3712591,"Carrington College Sacaremento, Folsom Boulevard, Manlove, Sacramento County, California, 95826, United States of America",True
Yuba College,CA,Marysville,,,,False
Aims Community College,CO,Greeley,40.4105842,-104.7612905,"Aims Community College, 5401, Westview Lane, Greeley, Weld County, Colorado, 80632, United States of America",True
Arapahoe Community College,CO,Littleton,39.6080047,-105.0182713,"Arapahoe Community College, West College Drive, Littleton, Arapahoe County, Colorado, 80201, United States of America",True
Spartan College of Aeronautics and Technology,CO,Broomfield,39.91483,-105.1191058,"Spartan College of Aeronautics and Technology, 10851, West 120th Avenue, Interlocken, Broomfield, Colorado, 80021, United States of America",True
Colorado Mountain College,CO,Glenwood Springs,39.4701131,-107.235148,"Colorado Mountain College, 3000, Colorado Mountain College Road, Glenwood Springs, Garfield County, Colorado, 81601, United States of America",True
Colorado Northwestern Community College,CO,Rangely,,,,False
Community College of Aurora,CO,Aurora,39.7277897,-104.8831726,"Community College of Aurora, East Severn Place, Aurora, Arapahoe County, Colorado, 80230, United States of America",True
Community College of Denver,CO,Denver,39.7412631,-105.0046085,"Community College of Denver, 800, Curtis Street, Auraria, Denver, Colorado, 80204, United States of America",True
Lincoln College of Technology-Denver,CO,Denver,39.7769325,-104.8563333,"Lincoln College of Technology, 11194, East 45th Avenue, Denver, Colorado, 80239, United States of America",True
Emily Griffith Technical College,CO,Denver,,,,False
Front Range Community College,CO,Westminster,39.901215,-105.039047,"Front Range Community College, 3645, West 112th Avenue, Westminster, Adams County, Colorado, 80031, United States of America",True
Lamar Community College,CO,Lamar,38.0671492,-102.6159617,"Lamar Community College, 2401, South Main Street, Lamar, Prowers County, Colorado, 81052, United States of America",True
Morgan Community College,CO,Fort Morgan,40.2582038,-103.7704553,"Morgan Community College, 920, Barlow Road, Fort Morgan, Morgan County, Colorado, 80701, United States of America",True
Northeastern Junior College,CO,Sterling,40.6367426,-103.2146221,"Northeastern Junior College, Macgregor Road, Sterling, Logan County, Colorado, 80751, United States of America",True
Otero College,CO,La Junta,37.9711204,-103.5438322,"Otero Junior College, 1802, Colorado Avenue, La Junta, Otero County, Colorado, 81050, United States of America",True
Pikes Peak State College,CO,Colorado Springs,,,,False
Pueblo Community College,CO,Pueblo,38.2631861,-104.6371719,"Pueblo Community College, 900, West Orman Avenue, Aberdeen, Pueblo, Pueblo County, Colorado, 81004, United States of America",True
Red Rocks Community College,CO,Lakewood,39.720941,-105.148909,"Red Rocks Community College, Arbutus Drive, Lakewood, Jefferson County, Colorado, 80228, United States of America",True
Pickens Technical College,CO,Aurora,39.7233194,-104.7897097,"Pickens Technical College, Airport Boulevard, Aurora, Arapahoe County, Colorado, 80047, United States of America",True
Trinidad State College,CO,Trinidad,37.1730443,-104.5136877,"Trinidad State College, 600, Prospect Street, Trinidad, Las Animas County, Colorado, 81082, United States of America",True
Charter Oak State College,CT,New Britain,41.6882277,-72.7679692,"Charter Oak State College, 55, Paul Manafort Sr. Drive, New Britain, Capitol Planning Region, Connecticut, 06053, United States of America",True
Porter & Chester Institute of Hamden,CT,Hamden,,,,False
Goodwin University,CT,East Hartford,41.7414433,-72.6378499,"Goodwin University, 1, Riverside Drive, East Hartford, Capitol Planning Region, Connecticut, 06118, United States of America",True
Connecticut State Community College,CT,Hartford,,,,False
Mitchell College,CT,New London,41.3281508,-72.0961625,"Mitchell College, 437, Pequot Avenue, Osprey Beach, New London, Southeastern Connecticut Planning Region, Connecticut, 06320, United States of America",True
Lincoln Technical Institute-New Britain,CT,New Britain,41.6594184,-72.7545503,"Lincoln Technical Institute, 200, John Downey Drive, New Britain Industrial Park, New Britain, Capitol Planning Region, Connecticut, 06051, United States of America",True
New England Tractor Trailer Training School of Connecticut,CT,Somers,,,,False
Porter & Chester Institute,CT,Bridgeport,,,,False
Delaware Technical Community College-Terry,DE,Dover,,,,False
North Florida Technical College,FL,Starke,,,,False
Eastern Florida State College,FL,Melbourne,28.1701059,-80.6699264,"Eastern Florida State College - Melbourne Campus, Titan Boulevard, Melbourne, Brevard County, Florida, 32934, United States of America",True
Broward College,FL,Fort Lauderdale,26.1038889,-80.1947222,"College Academy at Broward Community College High S, Southwest 13th Court, Fort Lauderdale, Broward County, Florida, 33312, United States of America",True
College of Central Florida,FL,Ocala,29.1646988,-82.1739821,"College of Central Florida, 3001, Southwest College Road, Ocala, Marion County, Florida, 34474, United States of America",True
Chipola College,FL,Marianna,30.7912692,-85.2314061,"Chipola College, 3094, Indian Circle, Marianna, Jackson County, Florida, 32446, United States of America",True
Daytona State College,FL,Daytona Beach,29.2031792,-81.0502093,"Daytona State College, 1200, Magnolia Avenue, Daytona Beach, Volusia County, Florida, 32114, United States of America",True
Florida State College at Jacksonville,FL,Jacksonville,,,,False
Florida Institute of Technology,FL,Melbourne,28.064271,-80.623004,"Florida Institute of Technology, East University Boulevard, Melbourne, Brevard County, Florida, 32901, United States of America",True
George Stone Technical College,FL,Pensacola,,,,False
Hillsborough Community College,FL,Tampa,27.9778326,-82.5095191,"Hillsborough Community College, 4001, West Tampa Bay Boulevard, Tampa, Hillsborough County, Florida, 33614, United States of America",True
Hobe Sound Bible College,FL,Hobe Sound,27.065936,-80.1322764,"Hobe Sound Bible College, Southeast Gomez Avenue, Gomez, Martin County, Florida, 33455, United States of America",True
Indian River State College,FL,Fort Pierce,27.419618,-80.3598103,"Indian River State College, 3209, Virginia Avenue, Fort Pierce, Saint Lucie County, Florida, 34981, United States of America",True
Florida Gateway College,FL,Lake City,30.1739118,-82.5677669,"Florida Gateway College, 149, Southeast College Place, Lake City, Columbia County, Florida, 32025, United States of America",True
Lively Technical College,FL,Tallahassee,30.4493452,-84.3400593,"Lively Technical College, 500, Appleyard Drive, Tallahassee, Leon County, Florida, 32304, United States of America",True
Traviss Technical College,FL,Lakeland,,,,False
Merryfield Academy,FL,Oakland Park,,,,False
Miami Lakes Educational Center and Technical College,FL,Miami Lakes,,,,False
Orange Technical College-South Campus,FL,Orlando,,,,False
North Florida College,FL,Madison,30.4752833,-83.4219327,"North Florida Community College, 32, Northwest Turner Davis Drive, Madison, Madison County, Florida, 32340, United States of America",True
Northwest Florida State College,FL,Niceville,,,,False
Palm Beach State College,FL,Lake Worth,,,,False
Pasco-Hernando State College,FL,New Port Richey,,,,False
Pensacola State College,FL,Pensacola,30.4800624,-87.2017822,"Pensacola State College, 1000, College Boulevard, Corporate Woods, Pensacola, Escambia County, Florida, 32504, United States of America",True
Pinellas Technical College-Clearwater,FL,Clearwater,,,,False
Polk State College,FL,Winter Haven,28.0331349,-81.715241,"Polk State College, West Lake Elbert Drive Northeast, Winter Haven, Polk County, Florida, 33881, United States of America",True
Radford M Locklin Technical College,FL,Milton,,,,False
Ridge Technical College,FL,Winter Haven,28.0758037,-81.6555384,"Ridge Technical College, Brenton Manor Avenue, Winter Haven, Polk County, Florida, 33851, United States of America",True
Robert Morgan Educational Center and Technical College,FL,Miami,,,,False
First Coast Technical College,FL,Saint Augustine,,,,False
St Petersburg College,FL,St. Petersburg,27.7577433,-82.6626254,"Saint Petersburg College (SPC) - Midtown Campus, 13th Avenue South, Pine Acres, Saint Petersburg, Pinellas County, Florida, 33712, United States of America",True
Pinellas Technical College-St. Petersburg,FL,Saint Petersburg,27.760757,-82.6817772,"Pinellas Technical College, 901, 34th Street South, Saint Petersburg, Pinellas County, Florida, 33711, United States of America",True
Santa Fe College,FL,Gainesville,29.6548957,-82.3305519,"Santa Fe College Downtown Campus, 6th Street Rail-Trail, Gainesville, Alachua County, Florida, 32601, United States of America",True
Suncoast Technical College,FL,Sarasota,27.286266,-82.5002397,"Suncoast Technical College, 4748, Proctor Road, Ridge Wood Heights, Sarasota County, Florida, 34233, United States of America",True
Seminole State College of Florida,FL,Sanford,,,,False
Sheridan Technical College,FL,Hollywood,26.0315146,-80.1984172,"Sheridan Technical College, Sheridan Street, Playland Estates, Hollywood, Broward County, Florida, 33021, United States of America",True
South Florida State College,FL,Avon Park,27.593204,-81.5158584,"South Florida State College Crews Center, West Camphor Street, Lemon Tree, Avon Park, Highlands County, Florida, 33825, United States of America",True
Riveroak Technical College,FL,Live Oak,30.2819756,-82.9930433,"RIVEROAK Technical College, 415, Pinewood Drive, Live Oak, Suwannee County, Florida, 32064, United States of America",True
Tallahassee Community College,FL,Tallahassee,30.4429211,-84.3410479,"Tallahassee State College, 444, Appleyard Drive, Tallahassee, Leon County, Florida, 32304, United States of America",True
Big Bend Technical College,FL,Perry,,,,False
Valencia College,FL,Orlando,28.5217016,-81.4634178,"Valencia College West Campus, 1800, South Kirkman Road, Metro West, Orlando, Orange County, Florida, 32811, United States of America",True
Florida Panhandle Technical College,FL,Chipley,30.7743585,-85.5527077,"Florida Panhandle Technical College, Hoyt Street, Chipley, Washington County, Florida, 32428, United States of America",True
Orange Technical College-West Campus,FL,Winter Garden,28.599883,-81.5566941,"Orange Technical College West Campus, West Orange Trail, Winter Garden, Orange County, Florida, 34761, United States of America",True
Interactive College of Technology-Chamblee,GA,Chamblee,33.8868078,-84.304467,"Interactive College of Technology-Chamblee, 5303, New Peachtree Road, Chamblee, DeKalb County, Georgia, 30341, United States of America",True
Atlanta Technical College,GA,Atlanta,33.7123507,-84.4047232,"Atlanta Technical College, 1560, Metropolitan Parkway Southwest, Capitol View, Atlanta, Fulton County, Georgia, 30315, United States of America",True
Augusta Technical College,GA,Augusta,33.4184409,-82.0485458,"Augusta Technical College, Augusta Tech Drive, Glenn Hills, Augusta, Richmond County, Georgia, 30906, United States of America",True
Columbus Technical College,GA,Columbus,32.507851,-84.9779304,"Columbus Technical College, 47th Street, Beallwoods, Columbus, Muscogee County, Georgia, 31904, United States of America",True
Georgia Northwestern Technical College,GA,Rome,34.2244172,-85.1709137,"Georgia Northwestern Technical College, Maurice Culberson Dr, Rome, Floyd County, Georgia, 30161, United States of America",True
Southern Crescent Technical College,GA,Griffin,33.2553595,-84.2912805,"Southern Crescent Technical College, Spalding Drive, Griffin, Spalding County, Georgia, 30223, United States of America",True
Gwinnett Technical College,GA,Lawrenceville,33.9632736,-84.0672921,"Gwinnett Technical College, 5150, Sugarloaf Parkway, Lawrenceville, Gwinnett County, Georgia, 30043, United States of America",True
Savannah Technical College,GA,Savannah,32.0233058,-81.1153119,"Savannah Technical College, 5717, White Bluff Road, Groveland, Savannah, Chatham County, Georgia, 31405, United States of America",True
South Georgia Technical College,GA,Americus,,,,False
Wesleyan College,GA,Macon,32.8734285,-83.717734,"Wesleyan College, 4760, Forsyth Road, Idle Hour Estates, Macon, Bibb County, Georgia, 31210, United States of America",True
Honolulu Community College,HI,Honolulu,,,,False
Kauai Community College,HI,Lihue,,,,False
Leeward Community College,HI,Pearl City,,,,False
University of Hawaii Maui College,HI,Kahului,20.8906488,-156.4798899,"University of Hawaiʻi Maui College Kalama, 310, Kaahumanu Avenue, Kahului, Maui County, Hawaii, 96732, United States of America",True
Carrington College-Boise,ID,Boise,43.6156543,-116.2601963,"Carrington College, Boise Connector, Boise, Ada County, Idaho, 83704, United States of America",True
College of Eastern Idaho,ID,Idaho Falls,43.485678,-111.9865311,"College of Eastern Idaho, Ashment Avenue, Centennial Square, Idaho Falls, Bonneville County, Idaho, 83405, United States of America",True
Idaho State University,ID,Pocatello,42.862567,-112.4321627,"Idaho State University, 921, South 8th Avenue, Pocatello, Bannock County, Idaho, 83209, United States of America",True
Lewis-Clark State College,ID,Lewiston,46.4108402,-117.0268096,"Lewis-Clark State College, 4th Street, Lewiston, Nez Perce County, Idaho, 99403, United States of America",True
North Idaho College,ID,Coeur d'Alene,47.6783662,-116.7971465,"North Idaho College, Military Drive, Coeur d'Alene, Kootenai County, Idaho, 83815, United States of America",True
Brigham Young University-Idaho,ID,Rexburg,43.8173791,-111.782372,"Brigham Young University - Idaho, Physical Plant Way, Rexburg, Madison County, Idaho, 83460, United States of America",True
Southwestern Illinois College,IL,Belleville,38.5186693,-89.9210561,"Southwestern Illinois College, Belleville, Saint Clair County, Illinois, 62221, United States of America",True
Black Hawk College,IL,Moline,41.4769912,-90.4489005,"Black Hawk College, John Deere Road, Moline, Rock Island County, Illinois, 61265, United States of America",True
Carl Sandburg College,IL,Galesburg,40.9816116,-90.4069349,"Carl Sandburg College, Tom L Wilson Boulevard, Galesburg, Knox County, Illinois, 61402, United States of America",True
City Colleges of Chicago-Kennedy-King College,IL,Chicago,,,,False
City Colleges of Chicago-Olive-Harvey College,IL,Chicago,,,,False
City Colleges of Chicago-Harry S Truman College,IL,Chicago,,,,False
City Colleges of Chicago-Richard J Daley College,IL,Chicago,,,,False
Danville Area Community College,IL,Danville,40.129215,-87.5863026,"Danville Area Community College, Illinois Street, Danville, Vermilion County, Illinois, 61832, United States of America",True
College of DuPage,IL,Glen Ellyn,41.8415061,-88.0730037,"College of DuPage, 425, Fawell Boulevard, Glen Ellyn, DuPage County, Illinois, 60137, United States of America",True
Elgin Community College,IL,Elgin,42.0186079,-88.3214723,"Elgin Community College, 1700, Spartan Drive, College Park, Elgin, Elgin Township, Kane County, Illinois, 60123, United States of America",True
Highland Community College,IL,Freeport,42.2835559,-89.6753648,"Highland Community College, 2998, West Pearl City Road, Freeport, Stephenson County, Illinois, 61032, United States of America",True
Illinois Central College,IL,East Peoria,40.7083389,-89.5190958,"Illinois Central College, 1, College Drive, East Peoria, Tazewell County, Illinois, 61635, United States of America",True
Illinois Valley Community College,IL,Oglesby,41.3046573,-89.100924,"Illinois Valley Community College, East 350th Road, Oglesby, LaSalle County, Illinois, 61348, United States of America",True
John A Logan College,IL,Carterville,37.7489932,-89.0888152,"John A Logan College, 700, Logan College Road, Carterville, Williamson County, Illinois, 62918, United States of America",True
John Wood Community College,IL,Quincy,39.9133608,-91.3349251,"John Wood Community College, 1301, South 48th Street, Quincy, Adams County, Illinois, 62305, United States of America",True
